Order Number,Vendor Name,Order Date,Order Status,Last Receipt Number,Last Receipt Date,Last Invoice Number,Last Invoice Date,Completed Date,Item Code,Species,Item Description,Item Code Acronym,Unit of Measurement,Original Unit Cost,Last Unit Cost,Original Quantity,Revised Quantity,Received Quantity, Extensions Amount , Received Cost , Freight Cost , Sales Tax ,Comments
13187,"RTR Wood Products, Inc",10/1/2017,Completed,G000006,10/23/2017,0000406,10/20/2017,6/6/2018,BOTHIS1136S,HICKORY,,BOT,EACH,14.7,14.7,336,336,344," $4,939 "," $5,057 ",,  ,
13187,"RTR Wood Products, Inc",10/1/2017,Completed,G000006,10/23/2017,0000406,10/20/2017,6/6/2018,BOTHIS1142S,HICKORY,,BOT,EACH,17.15,17.15,168,168,180," $2,881 "," $3,087 ",,  ,
13187,"RTR Wood Products, Inc",10/1/2017,Completed,G000006,10/23/2017,0000406,10/20/2017,6/6/2018,BOTHIS1148S,HICKORY,,BOT,EACH,19.6,19.6,168,168,163," $3,293 "," $3,195 ",,  ,
13187,"RTR Wood Products, Inc",10/1/2017,Completed,G000006,10/23/2017,0000406,10/20/2017,6/6/2018,BOTHIS1184S,HICKORY,,BOT,EACH,34.29,34.29,30,30,30," $1,029 "," $1,029 ",,  ,
13187,"RTR Wood Products, Inc",10/1/2017,Completed,G000006,10/23/2017,0000406,10/20/2017,6/6/2018,BOTROS1136S,RED OAK (SELECT AND BETTER),,BOT,EACH,12.38,12.38,336,336,336," $4,160 "," $4,160 ",,  ,
13187,"RTR Wood Products, Inc",10/1/2017,Completed,G000006,10/23/2017,0000406,10/20/2017,6/6/2018,BOTROS1142S,RED OAK (SELECT AND BETTER),,BOT,EACH,14.86,14.86,168,168,168," $2,496 "," $2,496 ",,  ,
13187,"RTR Wood Products, Inc",10/1/2017,Completed,G000006,10/23/2017,0000406,10/20/2017,6/6/2018,BOTROS1148S,RED OAK (SELECT AND BETTER),,BOT,EACH,16.99,16.99,504,504,523," $8,563 "," $8,886 ",,  ,
13187,"RTR Wood Products, Inc",10/1/2017,Completed,G000006,10/23/2017,0000406,10/20/2017,6/6/2018,BOTROS1160S,RED OAK (SELECT AND BETTER),,BOT,EACH,21.23,21.23,168,168,175," $3,567 "," $3,715 ",,  ,
13168,"RTR Wood Products, Inc",10/1/2017,Completed,G000007,10/23/2017,0000405,10/20/2017,10/24/2017,BOTWOS1148S,WHITE OAK (SELECT AND BETTER),,BOT,EACH,19.9,19.9,7,7,8, $139 , $159 ,,  ,
13168,"RTR Wood Products, Inc",10/1/2017,Completed,G000007,10/23/2017,0000405,10/20/2017,10/24/2017,BOTWOS1160S,WHITE OAK (SELECT AND BETTER),,BOT,EACH,24.88,24.88,8,8,8, $199 , $199 ,,  ,
13168,"RTR Wood Products, Inc",10/1/2017,Completed,G000007,10/23/2017,0000405,10/20/2017,10/24/2017,BOTWOS1172S,WHITE OAK (SELECT AND BETTER),,BOT,EACH,29.86,29.86,16,16,16, $478 , $478 ,,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,BOTACS1136S,ACACIA,,BOT,EACH,10.84,10.84,500,500,264," $5,420 "," $2,862 ",,,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,BOTACS1142S,ACACIA,,BOT,EACH,12.78,12.78,400,400,198," $5,112 "," $2,530 ",,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,BOTACS1160S,ACACIA,,BOT,EACH,18.48,18.48,150,150,64," $2,772 "," $1,183 ",,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,BOTACS1172S,ACACIA,,BOT,EACH,22.19,22.19,150,150,140," $3,329 "," $3,107 ",,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,BOXACS1142S,ACACIA,,BOX,EACH,13.18,13.18,400,400,954," $5,272 "," $12,574 ",,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,BOXACS1148S,ACACIA,,BOX,EACH,15.2,15.2,300,300,510," $4,560 "," $7,752 ",,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,BOXACS1160S,ACACIA,,BOX,EACH,19.04,19.04,150,150,84," $2,856 "," $1,599 ",,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,BOXACS1172S,ACACIA,,BOX,EACH,22.88,22.88,150,150,92," $3,432 "," $2,105 ",,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,RISACS7536S,ACACIA,,RIS,EACH,6.01,6.01,192,192,192," $1,154 "," $1,154 ",,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,RISACS7542S,ACACIA,,RIS,EACH,7.14,7.14,400,400,588," $2,856 "," $4,198 ",,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,RISACS7548S,ACACIA,,RIS,EACH,8.28,8.28,174,174,174," $1,441 "," $1,441 ",,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,RISACS7560S,ACACIA,,RIS,EACH,10.4,10.4,100,100,78," $1,040 ", $811 ,,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,RISACS7572S,ACACIA,,RIS,EACH,12.5,12.5,100,100,78," $1,250 ", $975 ,,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,SRTACS11,ACACIA,,SRT,EACH,0.85,0.85,520,520,520, $442 , $442 ,,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,SRTBSC11,BAMBOO STRAND CARBONIZED,,SRT,EACH,1,1,240,240,240, $240 , $240 ,,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,SRXACS11,ACACIA,,SRX,EACH,1.63,1.63,520,520,520, $848 , $848 ,,  ,
18434,CFFCO USA INC,10/1/2017,Active,G000017,10/26/2017,7600,10/26/2017,,SRXBSC11,BAMBOO STRAND CARBONIZED,,SRX,EACH,1.998,1.998,560,560,560," $1,119 "," $1,119 ",,  ,
13154,"RTR Wood Products, Inc",10/1/2017,Completed,G000027,11/1/2017,0000401,10/31/2017,10/31/2017,BOTBCS1148S,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,35.87,35.87,225,225,233," $8,071 "," $8,358 ",,  ,
13154,"RTR Wood Products, Inc",10/1/2017,Completed,G000027,11/1/2017,0000401,10/31/2017,10/31/2017,BOTBCS1172S,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,53.81,53.81,30,30,40," $1,614 "," $2,152 ",,  ,
13154,"RTR Wood Products, Inc",10/1/2017,Completed,G000027,11/1/2017,0000401,10/31/2017,10/31/2017,BOTTIS1142S,TIGERWOOD (KOA),,BOT,EACH,34.93,34.93,80,80,96," $2,794 "," $3,353 ",,  ,
13154,"RTR Wood Products, Inc",10/1/2017,Completed,G000027,11/1/2017,0000401,10/31/2017,10/31/2017,BOTTIS1148S,TIGERWOOD (KOA),,BOT,EACH,40.03,40.03,168,168,197," $6,725 "," $7,886 ",,  ,
13166,"RTR Wood Products, Inc",10/3/2017,Completed,G000005,10/23/2017,0000407,10/20/2017,10/24/2017,BOTWOS1160S,WHITE OAK (SELECT AND BETTER),,BOT,EACH,24.88,24.88,19,19,19, $473 , $473 ,,  ,
13166,"RTR Wood Products, Inc",10/3/2017,Completed,G000005,10/23/2017,0000407,10/20/2017,10/24/2017,BOTWOS1172S,WHITE OAK (SELECT AND BETTER),,BOT,EACH,29.86,29.86,8,8,8, $239 , $239 ,,  ,
13166,"RTR Wood Products, Inc",10/3/2017,Completed,G000005,10/23/2017,0000407,10/20/2017,10/24/2017,RISWOS7548S,WHITE OAK (SELECT AND BETTER),,RIS,EACH,11.68,11.68,82,82,82, $958 , $958 ,,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VIRLAM-00021,LAMINATE (HDF),,VIR,EACH,0.28,0.283,1470,1470,1470, $416 , $416 , $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VIRLAM-00023,LAMINATE (HDF),,VIR,EACH,0.28,0.283,1470,1470,1470, $416 , $416 , $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VIRLAM-00024,LAMINATE (HDF),,VIR,EACH,0.28,0.283,1420,1420,1420, $402 , $402 , $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VIRLAM-00085,LAMINATE (HDF),Vinyl Riser for  - Acacia,VIR,EACH,0.28,0.283,1460,1460,1460, $413 , $413 , $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VITLAM-00008,LAMINATE (HDF),,VIT,EA,0.5,0.496,1470,1470,1470, $729 , $729 , $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VITLAM-00016,LAMINATE (HDF),,VIT,EACH,0.5,0.496,0,710,710, $352 , $352 , $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VITLAM-00021,LAMINATE (HDF),,VIT,EACH,0.5,0.496,4410,4410,4410," $2,187 "," $2,187 ", $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VITLAM-00023,LAMINATE (HDF),,VIT,EACH,0.5,0.496,2940,2940,2940," $1,458 "," $1,458 ", $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VITLAM-00024,LAMINATE (HDF),,VIT,EACH,0.5,0.496,0,2190,2190," $1,086 "," $1,086 ", $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VITLAM-00027,LAMINATE (HDF),,VIT,EACH,0.5,0.496,710,710,710, $352 , $352 , $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VITLAM-00034,LAMINATE (HDF),,VIT,EA,0.5,0.496,0,1420,1420, $704 , $704 , $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VITLAM-00035,LAMINATE (HDF),,VIT,EA,0.5,0.496,1420,1420,1420, $704 , $704 , $237.04 ,  ,
13194,Larger Than Life,10/3/2017,Completed,G000072,10/25/2017,A001645,10/25/2017,10/31/2017,VITLAM-00085,LAMINATE (HDF),Vinyl Tread for  -  Acacia,VIT,EACH,0.5,0.496,1500,2190,2190," $1,086 "," $1,086 ", $237.04 ,  ,
13192,"Prime-Line, Inc",10/4/2017,Completed,G000055,11/16/2017,47737,11/13/2017,11/16/2017,RERLAM7548,LAMINATE (HDF),"Lam Rev Ris 7.5""""x 48""""",RER,EACH,2.105,2.105,1822,1822,1822," $3,835 "," $3,835 ",,  ,
13205,"Next Dimension Components, Inc",10/9/2017,Active,G000079,11/8/2017,STK1071,11/8/2017,,COATRI,LAMINATE (HDF),Coating for Vinyl Riser Roll,COA,EACH,0.26,0.26,1500,1500,1357, $390 , $353 ,,  ,ACACIA
13205,"Next Dimension Components, Inc",10/9/2017,Active,G000079,11/8/2017,STK1071,11/8/2017,,COATRI,LAMINATE (HDF),Coating for Vinyl Riser Roll,COA,EACH,0.26,0.26,1500,1500,500, $390 , $130 ,,  ,DRIFTWOOD HICKORY
13205,"Next Dimension Components, Inc",10/9/2017,Active,G000079,11/8/2017,STK1071,11/8/2017,,COATRI,LAMINATE (HDF),Coating for Vinyl Riser Roll,COA,EACH,0.26,0.26,1500,1500,1415, $390 , $368 ,,  ,GOLDEN ACACIA
13205,"Next Dimension Components, Inc",10/9/2017,Active,G000079,11/8/2017,STK1071,11/8/2017,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,2250,2250,2229," $1,035 "," $1,025 ",,  ,ACACIA
13205,"Next Dimension Components, Inc",10/9/2017,Active,G000079,11/8/2017,STK1071,11/8/2017,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,2250,2250,2173," $1,035 "," $1,000 ",,  ,GOLDEN ACADIA
13205,"Next Dimension Components, Inc",10/9/2017,Active,G000079,11/8/2017,STK1071,11/8/2017,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,3000,3000,2907," $1,380 "," $1,337 ",,  ,DRIFTWOOD HICKORY
13205,"Next Dimension Components, Inc",10/9/2017,Active,G000079,11/8/2017,STK1071,11/8/2017,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,1500,1500,1442, $690 , $663 ,,  ,PERGO WILLOW LAKE PINE
13205,"Next Dimension Components, Inc",10/9/2017,Active,G000079,11/8/2017,STK1071,11/8/2017,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,1500,1500,1393, $690 , $641 ,,  ,PERGO NEWPORT PINE
13205,"Next Dimension Components, Inc",10/9/2017,Active,G000079,11/8/2017,STK1071,11/8/2017,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,1500,1500,1411, $690 , $649 ,,  ,PERGO SILVER MIST OAK
13205,"Next Dimension Components, Inc",10/9/2017,Active,G000079,11/8/2017,STK1071,11/8/2017,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,750,750,724, $345 , $333 ,,  ,GOLDEN SUNRIE ACADIA
13205,"Next Dimension Components, Inc",10/9/2017,Active,G000079,11/8/2017,STK1071,11/8/2017,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,750,750,734, $345 , $338 ,,  ,RUSTIC RECLAIMED OAK
13195,"Young Manufacturing Company, Inc.",10/9/2017,Completed,G000052,11/16/2017,097150,11/16/2017,11/16/2017,SRTMAS11,MAPLE,,SRT,EACH,1.54,1.54,100,100,100, $154 , $154 ,,  ,
13195,"Young Manufacturing Company, Inc.",10/9/2017,Completed,G000052,11/16/2017,097150,11/16/2017,11/16/2017,SRTROS10,RED OAK (SELECT AND BETTER),,SRT,EACH,1.14,1.14,100,100,100, $114 , $114 ,,  ,
13195,"Young Manufacturing Company, Inc.",10/9/2017,Completed,G000052,11/16/2017,097150,11/16/2017,11/16/2017,SRTWOS10,WHITE OAK (SELECT AND BETTER),,SRT,EACH,1.35,1.35,100,100,100, $135 , $135 ,,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,BOTAWR1148S,AMERICAN WALNUT (RUSTIC),,BOT,EACH,30.46,30.46,168,168,191," $5,117 "," $5,818 ",,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,BOTAWR1172S,AMERICAN WALNUT (RUSTIC),,BOT,EACH,45.69,45.69,30,30,28," $1,371 "," $1,279 ",,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,BOTASC1148S,ASH CLEAR,,BOT,EACH,18.71,18.71,80,80,104," $1,497 "," $1,946 ",,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,BOTASC1160S,ASH CLEAR,,BOT,EACH,23.38,23.38,50,50,60," $1,169 "," $1,403 ",,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,BOTBIS1148S,BIRCH,,BOT,EACH,25.54,25.54,100,100,100," $2,554 "," $2,554 ",,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,BOTBIS1160S,BIRCH,,BOT,EACH,31.92,31.92,40,40,44," $1,277 "," $1,404 ",,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,BOTWOS1142S,WHITE OAK (SELECT AND BETTER),,BOT,EACH,17.41,17.41,168,168,168," $2,925 "," $2,925 ",,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,BOXHIS1142S,HICKORY,,BOX,EACH,17.89,17.89,300,300,323," $5,367 "," $5,778 ",,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,BOXHIS1148S,HICKORY,,BOX,EACH,20.32,20.32,50,50,60," $1,016 "," $1,219 ",,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,RISAWR7548S,AMERICAN WALNUT (RUSTIC),,RIS,EACH,12.86,12.86,100,100,155," $1,286 "," $1,993 ",,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,RISMAS7548S,MAPLE,,RIS,EACH,10.16,10.16,200,200,212," $2,032 "," $2,154 ",,  ,
13197,"RTR Wood Products, Inc",10/11/2017,Completed,G000029,11/1/2017,0000409,10/31/2017,10/31/2017,RISTIS7572S,TIGERWOOD (KOA),,RIS,EACH,31.76,31.76,30,30,38, $953 ," $1,207 ",,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00008,LAMINATE (HDF),,VIR,EA,0.28,0.283,750,750,750, $212 , $212 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00021,LAMINATE (HDF),,VIR,EACH,0.28,0.283,1500,1500,1500, $425 , $425 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00023,LAMINATE (HDF),,VIR,EACH,0.28,0.283,1500,1500,1500, $425 , $425 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00026,LAMINATE (HDF),,VIR,EACH,0.28,0.283,750,750,750, $212 , $212 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00027,LAMINATE (HDF),,VIR,EACH,0.28,0.283,1500,1500,1500, $425 , $425 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00028,LAMINATE (HDF),,VIR,EACH,0.28,0.283,750,750,750, $212 , $212 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00029,LAMINATE (HDF),,VIR,EACH,0.28,0.283,750,750,750, $212 , $212 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00030,LAMINATE (HDF),,VIR,EACH,0.28,0.283,750,750,750, $212 , $212 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00032,LAMINATE (HDF),,VIR,EACH,0.28,0.283,750,750,750, $212 , $212 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00034,LAMINATE (HDF),,VIR,EA,0.28,0.283,780,780,780, $221 , $221 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00035,LAMINATE (HDF),,VIR,EA,0.28,0.283,750,750,750, $212 , $212 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00039,LAMINATE (HDF),,VIR,EA,0.28,0.283,750,750,750, $212 , $212 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00040,LAMINATE (HDF),,VIR,EA,0.28,0.283,760,760,760, $215 , $215 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00041,LAMINATE (HDF),,VIR,EA,0.28,0.283,750,750,750, $212 , $212 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VIRLAM-00085,LAMINATE (HDF),Vinyl Riser for  - Acacia,VIR,EACH,0.28,0.283,760,760,760, $215 , $215 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00009,LAMINATE (HDF),,VIT,EACH,0.5,0.496,750,750,750, $372 , $372 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00019,LAMINATE (HDF),,VIT,EACH,0.5,0.496,780,780,780, $387 , $387 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00023,LAMINATE (HDF),,VIT,EACH,0.5,0.496,750,750,750, $372 , $372 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00024,LAMINATE (HDF),,VIT,EACH,0.5,0.496,780,780,780, $387 , $387 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00025,LAMINATE (HDF),,VIT,EACH,0.5,0.496,1510,1510,1510, $749 , $749 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00027,LAMINATE (HDF),,VIT,EACH,0.5,0.496,2260,2260,2260," $1,121 "," $1,121 ", $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00031,LAMINATE (HDF),Vinyl Tread for  - Sawmill Oak,VIT,EACH,0.5,0.496,760,760,760, $377 , $377 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00032,LAMINATE (HDF),,VIT,EACH,0.5,0.496,780,780,780, $387 , $387 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00039,LAMINATE (HDF),,VIT,EA,0.5,0.496,1510,1510,1510, $749 , $749 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00040,LAMINATE (HDF),,VIT,EA,0.5,0.496,1510,1510,1510, $749 , $749 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00041,LAMINATE (HDF),,VIT,EA,0.5,0.496,1510,1510,1510, $749 , $749 , $263.20 ,  ,
13206,Larger Than Life,10/19/2017,Completed,G000074,11/28/2017,A001708,11/28/2017,11/30/2017,VITLAM-00085,LAMINATE (HDF),Vinyl Tread for  -  Acacia,VIT,EACH,0.5,0.496,750,750,750, $372 , $372 , $263.20 ,  ,
9,"Koetter Woodworking, Inc",10/20/2017,Active,G000032,11/1/2017,,,,NOSHIS3512U,HICKORY,,NOS,EACH,1.85,1.85,500,500,500, $925 , $925 ,,  ,
9,"Koetter Woodworking, Inc",10/20/2017,Active,G000032,11/1/2017,,,,NOSWOS3512U,WHITE OAK (SELECT AND BETTER),,NOS,EACH,2.09,2.09,500,500,525," $1,045 "," $1,097 ",,  ,
13165,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000026,10/27/2017,097007,10/26/2017,,BOTBCS1136U,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,28.02,28.02,1,1,3, $28 , $84 , $58.03 ,  ,
13165,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000026,10/27/2017,097007,10/26/2017,,BOTBCS1136U,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,28.02,28.02,1,1,3, $28 , $84 , $58.03 ,  ,
13165,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000026,10/27/2017,097007,10/26/2017,,BOTBCS1136U,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,28.02,28.02,1,1,3, $28 , $84 , $58.03 ,  ,
13165,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000026,10/27/2017,097007,10/26/2017,,BOTBCS1142U,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,32.69,32.69,8,8,8, $262 , $262 , $58.03 ,  ,
13165,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000026,10/27/2017,097007,10/26/2017,,BOTBCS1142U,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,32.69,32.69,1,1,8, $33 , $262 , $58.03 ,  ,
13165,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000026,10/27/2017,097007,10/26/2017,,BOTBCS1142U,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,32.69,32.69,1,1,8, $33 , $262 , $58.03 ,  ,
13165,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000026,10/27/2017,097007,10/26/2017,,BOTBCS1148S,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,37.2,37.2,300,300,0," $11,160 ", $-   , $58.03 ,  ,
13165,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000026,10/27/2017,097007,10/26/2017,,BOTBCS1148U,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,37.2,37.2,278,278,278," $10,342 "," $10,342 ", $58.03 ,  ,
13165,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000026,10/27/2017,097007,10/26/2017,,BOTBCS1148U,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,37.2,37.2,300,300,300," $11,160 "," $11,160 ", $58.03 ,  ,
13165,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000026,10/27/2017,097007,10/26/2017,,BOTBCS1148U,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,37.2,37.2,300,300,278," $11,160 "," $10,342 ", $58.03 ,  ,
13172,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000023,10/27/2017,097013,10/26/2017,,BOTROC1136U,RED OAK,,BOT,EACH,11.68,11.68,300,360,360," $4,205 "," $4,205 ",,  ,
13172,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000023,10/27/2017,097013,10/26/2017,,BOTROC1142U,RED OAK,,BOT,EACH,13.96,13.96,600,600,600," $8,376 "," $8,376 ",,  ,
13172,"Young Manufacturing Company, Inc.",10/23/2017,Active,G000023,10/27/2017,097013,10/26/2017,,BOTROC1148U,RED OAK,,BOT,EACH,16.32,16.32,240,240,240," $3,917 "," $3,917 ",,  ,
