Order Number,Vendor Name,Order Date,Order Status,Last Receipt Number,Last Receipt Date,Last Invoice Number,Last Invoice Date,Completed Date,Item Code,Species,Item Description,Item Code Acronym,Unit of Measurement,Original Unit Cost,Last Unit Cost,Original Quantity,Revised Quantity,Received Quantity, Extensions Amount , Received Cost , Freight Cost , Sales Tax ,Comments
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,BOXROS1160U,RED OAK (SELECT AND BETTER),,BOX,EACH,22.55,22.55,60,60,60," $1,353 "," $1,353 ",,  ,
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,BOXWOS1136U,WHITE OAK (SELECT AND BETTER),,BOX,EACH,14.52,14.52,360,360,360," $5,227 "," $5,227 ",,  ,
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,BOXWOS1142U,WHITE OAK (SELECT AND BETTER),,BOX,EACH,17.36,17.36,240,240,240," $4,166 "," $4,166 ",,  ,
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,BOXWOS1160U,WHITE OAK (SELECT AND BETTER),,BOX,EACH,27.15,27.15,60,60,60," $1,629 "," $1,629 ",,  ,
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,DCXROS1150U,RED OAK (SELECT AND BETTER),,DCX,EACH,22.13,22.13,200,200,224," $4,426 "," $4,957 ",,  ,
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,ERTROS1142U,RED OAK (SELECT AND BETTER),,ERT,EACH,16.96,16.96,100,100,100," $1,696 "," $1,696 ",,  ,
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,ERTROS1148U,RED OAK (SELECT AND BETTER),,ERT,EACH,19.32,19.32,200,300,300," $5,796 "," $5,796 ",,  ,
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,RISROC7542U,RED OAK,,RIS,EACH,7.45,7.45,180,180,180," $1,341 "," $1,341 ",,  ,
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,RISROC7548U,RED OAK,,RIS,EACH,8.71,8.71,180,180,180," $1,568 "," $1,568 ",,  ,
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,SRTWOS11,WHITE OAK (SELECT AND BETTER),,SRT,EACH,1.35,1.35,100,100,100, $135 , $135 ,,  ,
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,SRXROS11,RED OAK (SELECT AND BETTER),,SRX,EACH,2,2,400,400,400, $800 , $800 ,,  ,
137,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000137,3/12/2018,097939-,3/1/2018,3/20/2018,SRXWOS11,WHITE OAK (SELECT AND BETTER),,SRX,EACH,2.25,2.25,200,200,200, $450 , $450 ,,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,BOTWOC1148U,WHITE OAK,,BOT,EACH,20.88,20.88,120,120,120," $2,506 "," $2,506 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,BOXBCS1136U,BRAZILIAN CHERRY (JATOBA),,BOX,EACH,30.17,30.17,120,120,120," $3,620 "," $3,620 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,BOXBCS1142U,BRAZILIAN CHERRY (JATOBA),,BOX,EACH,35.2,35.2,120,120,120," $4,224 "," $4,224 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,BOXBCS1148U,BRAZILIAN CHERRY (JATOBA),,BOX,EACH,40.07,40.07,120,120,120," $4,808 "," $4,808 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,BOXHIS1136U,HICKORY,,BOX,EACH,13.14,13.14,240,240,240," $3,154 "," $3,154 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,BOXHIS1142U,HICKORY,,BOX,EACH,15.7,15.7,840,720,720," $11,304 "," $11,304 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,BOXHIS1148U,HICKORY,,BOX,EACH,18.4,18.4,240,240,240," $4,416 "," $4,416 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,BOXMAS1136U,MAPLE,,BOX,EACH,17.81,17.81,360,360,360," $6,412 "," $6,412 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,BOXMAS1142U,MAPLE,,BOX,EACH,21.35,21.35,240,240,240," $5,124 "," $5,124 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,BOXMAS1148U,MAPLE,,BOX,EACH,24.97,24.97,120,120,120," $2,996 "," $2,996 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,DCXMAS1150U,MAPLE,,DCX,EACH,31.6,31.6,100,100,100," $3,160 "," $3,160 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,DCXROS1150U,RED OAK (SELECT AND BETTER),,DCX,EACH,22.13,22.13,100,100,100," $2,213 "," $2,213 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,DCXWOS1150U,WHITE OAK (SELECT AND BETTER),,DCX,EACH,23.14,23.14,104,104,104," $2,407 "," $2,407 ",,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,NOXHIS5248U,HICKORY,,NOX,EACH,12.21,12.21,56,56,56, $684 , $684 ,,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,RISWOC7536U,WHITE OAK,,RIS,EACH,7.98,7.98,120,60,60, $479 , $479 ,,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,RISWOC7542U,WHITE OAK,,RIS,EACH,9.52,9.52,90,90,90, $857 , $857 ,,  ,
136,"Young Manufacturing Company, Inc.",1/29/2018,Completed,G000136,3/12/2018,098007,3/12/2018,3/19/2018,RISWOC7548U,WHITE OAK,,RIS,EACH,11.13,11.13,180,180,180," $2,003 "," $2,003 ",,  ,
139,"RTR Wood Products, Inc",1/30/2018,Completed,G000139,3/23/2018,0000424,3/22/2018,3/27/2018,BOTBCS1148S,BRAZILIAN CHERRY (JATOBA),,BOT,EACH,35.87,35.87,504,504,504," $18,078 "," $18,078 ",,  ,
139,"RTR Wood Products, Inc",1/30/2018,Completed,G000139,3/23/2018,0000424,3/22/2018,3/27/2018,BOTHIS1148S,HICKORY,,BOT,EACH,19.6,19.6,336,336,355," $6,586 "," $6,958 ",,  ,
139,"RTR Wood Products, Inc",1/30/2018,Completed,G000139,3/23/2018,0000424,3/22/2018,3/27/2018,BOTROS1136S,RED OAK (SELECT AND BETTER),,BOT,EACH,12.38,12.38,504,504,504," $6,240 "," $6,240 ",,  ,
139,"RTR Wood Products, Inc",1/30/2018,Completed,G000139,3/23/2018,0000424,3/22/2018,3/27/2018,BOTROS1148S,RED OAK (SELECT AND BETTER),,BOT,EACH,16.99,16.99,504,504,504," $8,563 "," $8,563 ",,  ,
139,"RTR Wood Products, Inc",1/30/2018,Completed,G000139,3/23/2018,0000424,3/22/2018,3/27/2018,RISBCS7548S,BRAZILIAN CHERRY (JATOBA),,RIS,EACH,18.69,18.69,300,300,361," $5,607 "," $6,747 ",,  ,
139,"RTR Wood Products, Inc",1/30/2018,Completed,G000139,3/23/2018,0000424,3/22/2018,3/27/2018,RISROS7536S,RED OAK (SELECT AND BETTER),,RIS,EACH,6.61,6.61,500,500,500," $3,305 "," $3,305 ",,  ,
139,"RTR Wood Products, Inc",1/30/2018,Completed,G000139,3/23/2018,0000424,3/22/2018,3/27/2018,RISROS7548S,RED OAK (SELECT AND BETTER),,RIS,EACH,8.81,8.81,400,400,479," $3,524 "," $4,220 ",,  ,
140,Raco Industries LLC,1/31/2018,Completed,G000178,2/2/2018,IN49674,2/2/2018,2/14/2018,/LABELS FINISH DEPT,OTHER,Labels 4x6,OTH,EACH,7.24,7.24,60,60,60, $434 , $434 ,,  ,RA-DT-4X6PO-14-250 - 4X6 DT PAPER 250 LABELS/ROLL 12 ROLLS/CASE WO
142,"Koetter Woodworking, Inc",1/31/2018,Completed,G000142,2/20/2018,389163,2/20/2018,4/3/2018,COVHIS7512U,HICKORY,,COV,EACH,0.19,0.19,1000,1000,1032, $190 , $196 ,,  ,
142,"Koetter Woodworking, Inc",1/31/2018,Completed,G000142,2/20/2018,389163,2/20/2018,4/3/2018,COVROS7512U,RED OAK (SELECT AND BETTER),,COV,EACH,0.19,0.19,2000,2000,2041, $380 , $388 ,,  ,
142,"Koetter Woodworking, Inc",1/31/2018,Completed,G000142,2/20/2018,389163,2/20/2018,4/3/2018,NOSHIS3512U,HICKORY,,NOS,EACH,1.85,1.85,500,500,525, $925 , $971 ,,  ,
142,"Koetter Woodworking, Inc",1/31/2018,Completed,G000142,2/20/2018,389163,2/20/2018,4/3/2018,NOSMAS3512U,MAPLE,,NOS,EACH,2.2,2.2,300,300,315, $660 , $693 ,,  ,
142,"Koetter Woodworking, Inc",1/31/2018,Completed,G000142,2/20/2018,389163,2/20/2018,4/3/2018,NOSROS3512U,RED OAK (SELECT AND BETTER),,NOS,EACH,1.72,1.726,500,500,502, $863 , $866 ,,  ,
142,"Koetter Woodworking, Inc",1/31/2018,Completed,G000142,2/20/2018,389163,2/20/2018,4/3/2018,NOSROS5212U,RED OAK (SELECT AND BETTER),,NOS,EACH,2.58,2.589,300,300,302, $777 , $782 ,,  ,
142,"Koetter Woodworking, Inc",1/31/2018,Completed,G000142,2/20/2018,389163,2/20/2018,4/3/2018,NOSWOS5212U,WHITE OAK (SELECT AND BETTER),,NOS,EACH,3.14,3.14,300,300,301, $942 , $945 ,,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,BOTACS1142S,ACACIA,,BOT,EACH,13.18,13.18,152,152,152," $2,003 "," $2,003 ",,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,BOTACS1148S,ACACIA,,BOT,EACH,15.2,15.2,0,304,304," $4,621 "," $4,621 ",,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,BOTBSC1136S,BAMBOO STRAND CARBONIZED,,BOT,EACH,14.53,14.53,400,152,152," $2,209 "," $2,209 ",,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,BOTBSC1148S,BAMBOO STRAND CARBONIZED,,BOT,EACH,23.66,23.66,675,675,675," $15,971 "," $15,971 ",,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,BOTBSC1172S,BAMBOO STRAND CARBONIZED,,BOT,EACH,30.52,30.52,100,120,120," $3,662 "," $3,662 ",,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,BOXBSC1142S,BAMBOO STRAND CARBONIZED,,BOX,EACH,16.98,16.98,2000,342,342," $5,807 "," $5,807 ",,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,BOXBSC1148S,BAMBOO STRAND CARBONIZED,,BOX,EACH,19.12,19.12,600,228,228," $4,359 "," $4,359 ",,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,BOXBSN1142S,BAMBOO STRAND NATURAL,,BOX,EACH,16.98,16.98,102,102,102," $1,732 "," $1,732 ",,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,ERTBSC1148S,BAMBOO STRAND CARBONIZED,,ERT,EACH,27.36,27.36,500,268,268," $7,332 "," $7,332 ",,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,RISBSC7536S,BAMBOO STRAND CARBONIZED,,RIS,EACH,5.8,5.8,200,100,100, $580 , $580 ,,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,RISBSC7548S,BAMBOO STRAND CARBONIZED,,RIS,EACH,9.48,9.48,500,165,165," $1,564 "," $1,564 ",,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,SRTACS11,ACACIA,,SRT,EACH,0,0,520,520,520, $-   , $-   ,,  ,
141,CFFCO USA INC,1/31/2018,Completed,G000349,6/7/2018,7903-1,6/7/2018,6/15/2018,SRTBSC11,BAMBOO STRAND CARBONIZED,,SRT,EACH,0,0,240,240,240, $-   , $-   ,,  ,
,CFFCO USA INC,1/31/2018,Active,G000390,7/3/2018,7903B,7/3/2018,,BOTBSC1148S,BAMBOO STRAND CARBONIZED,,BOT,EACH,23.66,23.66,600,600,608," $14,196 "," $14,385 ",,  ,
,CFFCO USA INC,1/31/2018,Active,G000390,7/3/2018,7903B,7/3/2018,,BOTBSN1142S,BAMBOO STRAND NATURAL,,BOT,EACH,21.3,21.3,200,200,152," $4,260 "," $3,238 ",,  ,
,CFFCO USA INC,1/31/2018,Active,G000390,7/3/2018,7903B,7/3/2018,,BOXBSC1142S,BAMBOO STRAND CARBONIZED,,BOX,EACH,16.98,16.98,1000,1000,968," $16,980 "," $16,437 ",,  ,
,CFFCO USA INC,1/31/2018,Active,G000390,7/3/2018,7903B,7/3/2018,,BOXBSC1148S,BAMBOO STRAND CARBONIZED,,BOX,EACH,19.12,19.12,500,500,456," $9,560 "," $8,719 ",,  ,
,CFFCO USA INC,1/31/2018,Active,G000390,7/3/2018,7903B,7/3/2018,,BOXBSN1142S,BAMBOO STRAND NATURAL,,BOX,EACH,16.98,16.98,60,60,60," $1,019 "," $1,019 ",,  ,
,CFFCO USA INC,1/31/2018,Active,G000390,7/3/2018,7903B,7/3/2018,,BOXBSN1148S,BAMBOO STRAND NATURAL,,BOX,EACH,19.12,19.12,60,60,48," $1,147 ", $918 ,,  ,
,CFFCO USA INC,1/31/2018,Active,G000390,7/3/2018,7903B,7/3/2018,,RISBSC7536S,BAMBOO STRAND CARBONIZED,,RIS,EACH,5.8,5.8,600,600,560," $3,480 "," $3,248 ",,  ,
144,"Koetter Woodworking, Inc",2/1/2018,Completed,G000144,2/20/2018,389169,2/20/2018,2/21/2018,NOSING,OTHER,,NOS,EA,0.36,0.36,250,250,262, $90 , $94 ,,  ,Cloverleaf-Maple unfinished
144,"Koetter Woodworking, Inc",2/1/2018,Completed,G000144,2/20/2018,389169,2/20/2018,2/21/2018,NOSING,OTHER,,NOS,EA,0.25,0.25,500,500,501, $125 , $125 ,,  ,Base Shoe White Oak unfinished
147,"RTR Wood Products, Inc",2/2/2018,Completed,G000187,2/16/2018,0000425,2/15/2018,2/16/2018,BOTAWP1136S,AMERICAN WALNUT (CLEAR),,BOT,EACH,38.77,38.77,12,12,12, $465 , $465 ,,  ,
146,"RTR Wood Products, Inc",2/2/2018,Completed,G000146,2/16/2018,0000425,2/15/2018,2/16/2018,BOTAWP1160S,AMERICAN WALNUT (CLEAR),,BOT,EACH,64.62,68.57,1,2,2, $137 , $137 ,,  ,
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VIRLAM-00030,LAMINATE (HDF),,VIR,EACH,0.283,0.283,1500,1500,1500, $425 , $425 ,,  ,Roll 2
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VIRLAM-01173,LAMINATE (HDF),,VIR,EACH,0.283,0.283,750,750,750, $212 , $212 ,,  ,Roll 3
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VIRLAM-01177,LAMINATE (HDF),,VIR,EACH,0.283,0.283,1500,1500,1500, $425 , $425 ,,  ,Roll 1
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VIRLAM-01179,LAMINATE (HDF),,VIR,EACH,0.283,0.283,750,750,750, $212 , $212 ,,  ,Roll 3
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VIRLAM-01187,LAMINATE (HDF),Vinyl Riser for  - Pewter Oak,VIR,EACH,0.283,0.283,750,750,750, $212 , $212 ,,  ,Roll 4
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VIRLAM-01188,LAMINATE (HDF),,VIR,EACH,0.283,0.283,750,750,750, $212 , $212 ,,  ,Roll 4
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00009,LAMINATE (HDF),,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 3
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00010,LAMINATE (HDF),,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 4
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00015,LAMINATE (HDF),,VIT,EACH,0.496,0.496,1500,1500,1500, $744 , $744 ,,  ,Roll 1
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00015,LAMINATE (HDF),,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 4
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00021,LAMINATE (HDF),,VIT,EACH,0.496,0.496,1500,1500,1500, $744 , $744 ,,  ,Roll 1 - GW13191
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00023,LAMINATE (HDF),,VIT,EACH,0.496,0.496,1500,1500,1500, $744 , $744 ,,  ,Roll 1
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00024,LAMINATE (HDF),,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 3
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00025,LAMINATE (HDF),,VIT,EACH,0.496,0.496,1500,1500,1500, $744 , $744 ,,  ,Roll 2
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00025,LAMINATE (HDF),,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 3
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00027,LAMINATE (HDF),,VIT,EACH,0.496,0.496,1500,1500,1500, $744 , $744 ,,  ,Roll 2
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00029,LAMINATE (HDF),,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 3
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00030,LAMINATE (HDF),,VIT,EACH,0.496,0.496,1500,1500,1500, $744 , $744 ,,  ,Roll 2
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00031,LAMINATE (HDF),,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 4
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00032,LAMINATE (HDF),,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 4
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-00085,LAMINATE (HDF),Vinyl Tread for  -  Acacia,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 3
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-01187,LAMINATE (HDF),Vinyl Tread for  - Pewter Oak,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 4
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-01188,LAMINATE (HDF),,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 4
145,Larger Than Life,2/2/2018,Completed,G000199,2/22/2018,A002186,2/22/2018,2/28/2018,VITLAM-01192,LAMINATE (HDF),,VIT,EACH,0.496,0.496,750,750,750, $372 , $372 ,,  ,Roll 3
149,"BGR, Inc",2/5/2018,Completed,G000175,2/7/2018,CI18010,2/8/2018,2/8/2018,/TAPE SHIPPING,OTHER,Tape Shipping,OTH,EACH,111.6,118.32,4,4,4, $473 , $473 ,,  ,"Shur Tape's HP400 - 3""X110Y clear hot melt 2.5-mil (our 110513)"
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,/MEMO,OTHER,Compliance Info,OTH,EACH,0,0,0,0,0, $-   , $-   ,,  ,Please reference LTL-00145 GW-13191
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATRI,LAMINATE (HDF),Coating for Vinyl Riser Roll,COA,EACH,0.26,0.26,1500,1500,1466, $390 , $381 ,,  ,Risers - Copper Ridge Oak
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATRI,LAMINATE (HDF),Coating for Vinyl Riser Roll,COA,EACH,0.26,0.26,1500,1500,1430, $390 , $372 ,,  ,Risers - Old Dominion Walnut
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATRI,LAMINATE (HDF),Coating for Vinyl Riser Roll,COA,EACH,0.26,0.26,750,750,750, $195 , $195 ,,  ,Risers - Bronzed Brazilian Acacia
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATRI,LAMINATE (HDF),Coating for Vinyl Riser Roll,COA,EACH,0.26,0.26,750,750,650, $195 , $169 ,,  ,Risers - Edgewater Oak
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATRI,LAMINATE (HDF),Coating for Vinyl Riser Roll,COA,EACH,0.26,0.26,750,750,750, $195 , $195 ,,  ,Risers - Pewter Oak
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATRI,LAMINATE (HDF),Coating for Vinyl Riser Roll,COA,EACH,0.26,0.26,750,750,720, $195 , $187 ,,  ,Risers - Fairfield County Hickory
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,1500,1500,1458, $690 , $671 ,,  ,Treads - Beach Cottage Oak
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,1500,1500,1500, $690 , $690 ,,  ,Treads - Flint Creek Oak
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,1500,1500,1458, $690 , $671 ,,  ,Treads - Driftwood Hickory
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,1500,1500,1500, $690 , $690 ,,  ,Treads - Grizzly Bay Oak
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,1500,1500,1415, $690 , $651 ,,  ,Treads - Old Dominion Walnut
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,1500,1500,1450, $690 , $667 ,,  ,Treads - Rustic Reclaimed Oak
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,750,750,750, $345 , $345 ,,  ,Treads - Acacia
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,750,750,750, $345 , $345 ,,  ,Treads - Boardwalk Oak
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,750,750,687, $345 , $316 ,,  ,Treads - Golden Acacia
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,750,750,548, $345 , $252 ,,  ,Treads - Farmland Hickory
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,750,750,611, $345 , $281 ,,  ,Treads - Dark Hollow Oak
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,750,750,549, $345 , $253 ,,  ,Treads - Grizzly Bay Oak
148,"Next Dimension Components, Inc",2/5/2018,Active,G000200,3/1/2018,STK1085,3/1/2018,,COATTR,LAMINATE (HDF),Coating for Vinyl Tread Roll,COA,EACH,0.46,0.46,750,750,730, $345 , $336 ,,  ,Treads - Buffalo Springs Chestnut
